,names,DominantPollutant,aqi,PM10,dew,humidity,NO2,PM2,SO2,CO,O3,URL,Latitude,Longitude,datetime,ptu_id_1,ptu_id_2,ptu_id_3,ptu_id_4,ptu_id_5,ptu_id_6,label_1,label_2,label_3,label_4,label_5,label_6,ptu_ids,sample_values,ptu_labels
115,Meerut,pm10,228,228,12.0,52.0,27.8,206,14.1,31.2,1.3,https://api.waqi.info/feed/Meerut/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,29.06351,77.709723,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[31.2,27.8,1.3,228,206,14.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
116,Melbourne,pm25,46,11,12.3,72.0,3.8,46,1.1,0.7,14.5,https://api.waqi.info/feed/Melbourne/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,-37.8073959,144.97,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.7,3.8,14.5,11,46,1.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
117,Mexicali,pm25,181,0,0.0,0.0,28.8,181,0.0,0.0,22.5,https://api.waqi.info/feed/Mexicali/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,32.603638888889,-115.4859444444,2019-12-14 01:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,28.8,22.5,0,181,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
118,MEXICO CITY,pm25,82,61,0.0,26.0,26.0,82,2.9,10.0,54.5,https://api.waqi.info/feed/MEXICO%20CITY/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,19.42461,-99.119594,2020-04-15 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[10.0,26.0,54.5,61,82,2.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
119,Milan,pm25,53,18,0.0,54.3,16.5,53,0.0,0.1,0.0,https://api.waqi.info/feed/Milan/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,45.470501,9.19746075,2020-04-13 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,16.5,0.0,18,53,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
120,Monterrey,pm25,63,21,0.0,83.0,0.0,63,13.5,1.8,19.2,https://api.waqi.info/feed/Monterrey/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,25.73,-100.30972222222,2020-04-15 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.8,0.0,19.2,21,63,13.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
121,Montreal,pm25,9,0,0.0,48.5,3.7,9,5.1,6.4,24.0,https://api.waqi.info/feed/Montreal/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,45.5086699,-73.5539925,2020-04-15 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,3.7,24.0,0,9,5.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
122,MOSCOW,pm25,17,7,1.0,93.0,4.6,17,0.3,2.5,13.5,https://api.waqi.info/feed/MOSCOW/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,55.759354,37.595584,2020-04-16 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.5,4.6,13.5,7,17,0.3]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
123,Mumbai,pm25,97,0,25.0,74.0,0.0,97,0.0,0.0,0.0,https://api.waqi.info/feed/Mumbai/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,19.07283,72.88261,2020-04-15 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,97,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
124,Munich,pm10,23,23,0.0,36.8,8.7,0,0.0,0.1,33.8,https://api.waqi.info/feed/Munich/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,48.1351253,11.5819806,2020-04-15 20:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,8.7,33.8,23,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
125,Nagoya,pm25,78,23,0.0,52.0,32.5,78,2.9,3.4,25.6,https://api.waqi.info/feed/Nagoya/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,35.1814464,136.906398,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,32.5,25.6,23,78,2.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
126,Nagpur,pm25,84,30,16.0,41.769999999999996,7.9,84,0.6,2.4,16.0,https://api.waqi.info/feed/Nagpur/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,21.152875,79.0517531,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.4,7.9,16.0,30,84,0.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
127,Nanchang,pm25,153,96,0.0,66.1,36.6,153,6.6,7.3,1.3,https://api.waqi.info/feed/Nanchang/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,28.683213,115.858121,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[7.3,36.6,1.3,96,153,6.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
128,Nanjing,pm25,82,53,0.0,43.0,20.6,82,8.2,11.8,0.0,https://api.waqi.info/feed/Nanjing/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,32.060255,118.796877,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[11.8,20.6,0.0,53,82,8.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
129,Nanning,pm25,112,46,0.0,82.0,16.5,112,4.1,6.4,23.6,https://api.waqi.info/feed/Nanning/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,22.817239,108.366129,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,16.5,23.6,46,112,4.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
130,Napoli,pm25,41,20,-2.0,49.0,5.8,41,1.1,3.7,0.0,https://api.waqi.info/feed/Napoli/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,40.85361,14.27167,2020-04-15 22:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.7,5.8,0.0,20,41,1.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
131,Nashik,pm25,75,44,15.3,77.51666666666667,13.2,75,1.2,3.8,20.5,https://api.waqi.info/feed/Nashik/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,20.0073285,73.7762427,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.8,13.2,20.5,44,75,1.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
132,New York,pm25,19,0,0.0,29.3,2.8,19,0.0,1.2,0.0,https://api.waqi.info/feed/New%20York/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,40.7127837,-74.0059413,2020-04-15 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.2,2.8,0.0,0,19,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
133,Nezahualcoyotl,pm25,93,0,5.0,24.0,4.7,93,0.0,5.6,49.6,https://api.waqi.info/feed/Nezahualcoyotl/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,19.34561,-99.009381,2020-04-15 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.6,4.7,49.6,0,93,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
134,Nizhny Novgorod,pm25,58,18,-1.0,100.0,4.1,58,3.2,2.6,9.6,https://api.waqi.info/feed/Nizhny%20Novgorod/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,56.304354,43.983103,2020-04-16 00:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.6,4.1,9.6,18,58,3.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
135,Novosibirsk,pm25,53,13,-1.0,59.865,0.0,53,0.0,0.0,0.0,https://api.waqi.info/feed/Novosibirsk/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,55.026021,82.907958,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,13,53,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
136,Odessa,pm25,12,7,-2.0,99.9,0.0,12,0.0,0.0,0.0,https://api.waqi.info/feed/Odessa/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,46.39984,30.732417,2020-04-16 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,7,12,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
137,Osaka,pm25,65,25,0.0,56.0,32.5,65,7.2,0.1,8.8,https://api.waqi.info/feed/Osaka/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,34.6937378,135.5021651,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,32.5,8.8,25,65,7.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
138,Palembang,pm10,4,4,0.0,69.1,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/Palembang/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,-2.9760735,104.7754307,2020-01-21 13:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,4,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
139,PARIS,pm25,52,24,0.0,55.0,27.0,52,0.7,0.1,4.4,https://api.waqi.info/feed/PARIS/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,48.856614,2.3522219,2020-04-16 01:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,27.0,4.4,24,52,0.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
140,Patna,pm25,99,50,23.0,86.12666666666667,5.8,99,2.3,4.7,4.7,https://api.waqi.info/feed/Patna/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,25.619651,85.147382,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.7,5.8,4.7,50,99,2.3]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
141,Perth,pm25,21,7,0.0,79.3,4.2,21,0.0,0.0,0.0,https://api.waqi.info/feed/Perth/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,56.396597,-3.4324,2020-04-15 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,4.2,0.0,7,21,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
142,Peshawar,pm25,9,0,16.0,88.0,0.0,9,0.0,0.0,0.0,https://api.waqi.info/feed/Peshawar/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,34.00585,71.53775,2020-04-16 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,9,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
143,Philadelphia,o3,35,0,0.0,33.0,3.8,35,1.5,1.2,35.2,https://api.waqi.info/feed/Philadelphia/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,39.934635,-75.126126,2020-04-15 19:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.2,3.8,35.2,0,35,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
144,PHNOM PENH,,-,0,20.0,35.0,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/PHNOM%20PENH/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,11.516002,104.905362,,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
145,Phoenix,o3,46,12,0.0,8.0,4.7,13,0.1,3.4,45.6,https://api.waqi.info/feed/Phoenix/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,33.403055555556,-112.07527777778,2020-04-15 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,4.7,45.6,12,13,0.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
146,PRAGUE,pm25,65,20,0.0,51.3,21.4,65,1.8,0.0,18.3,https://api.waqi.info/feed/PRAGUE/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,50.094238,14.442049,2020-04-16 00:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,21.4,18.3,20,65,1.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
147,Puebla,pm10,52,52,0.0,44.0,6.1,0,2.9,14.2,48.9,https://api.waqi.info/feed/Puebla/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,18.987361111111,-98.277944444444,2020-04-15 19:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[14.2,6.1,48.9,52,0,2.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
148,Pune,pm25,49,48,22.4,62.0,5.0,49,0.0,46.0,36.0,https://api.waqi.info/feed/Pune/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,18.536428,73.805453,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[46.0,5.0,36.0,48,49,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
149,Qingdao,pm25,109,56,0.0,41.0,10.1,109,3.1,0.1,63.0,https://api.waqi.info/feed/Qingdao/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,36.067082,120.38264,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,10.1,63.0,56,109,3.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
150,Qiqihar,pm25,224,115,0.0,40.0,17.9,224,6.6,9.1,16.7,https://api.waqi.info/feed/Qiqihar/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,47.354348,123.918186,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[9.1,17.9,16.7,115,224,6.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
151,QUITO,o3,29,0,12.0,78.57,0.0,19,1.1,4.7,29.3,https://api.waqi.info/feed/QUITO/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,-0.221393,-78.514005,2020-04-15 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.7,0.0,29.3,0,19,1.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
152,Rawalpindi,pm25,78,0,0.0,75.7,0.0,78,0.0,0.0,0.0,https://api.waqi.info/feed/Rawalpindi/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,33.7235,73.11822,2020-04-16 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,78,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
153,RIYADH,o3,67,2,16.0,77.0,2.0,0,2.0,0.0,67.0,https://api.waqi.info/feed/RIYADH/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,24.644942,46.722333,2020-04-16 01:39:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,2.0,67.0,2,0,2.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
154,ROME,pm25,53,20,0.0,33.6,11.9,53,0.0,0.0,21.6,https://api.waqi.info/feed/ROME/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,41.8932669,12.4753855,2020-04-14 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,11.9,21.6,20,53,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
155,Salvador,pm25,97,0,0.0,91.0,0.0,97,0.0,0.0,0.0,https://api.waqi.info/feed/Salvador/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,13.70630556,-89.20011667,2020-04-15 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,97,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
156,San Antonio,o3,38,0,0.0,42.0,0.0,27,0.0,0.0,38.4,https://api.waqi.info/feed/San%20Antonio/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,29.4072945,-98.431251,2020-04-15 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,38.4,0,27,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
157,San Diego,,-,0,0.0,0.0,13.0,0,0.0,4.3,0.8,https://api.waqi.info/feed/San%20Diego/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,32.70148,-117.14962,2020-01-26 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.3,13.0,0.8,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
158,Santa Cruz,pm25,46,17,0.0,46.5,3.8,46,0.0,1.7,35.2,https://api.waqi.info/feed/Santa%20Cruz/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,36.98401,-121.99097,2020-04-15 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.7,3.8,35.2,17,46,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
159,SANTIAGO,pm25,80,57,9.0,63.0,7.7,80,0.0,5.7,11.1,https://api.waqi.info/feed/SANTIAGO/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,-33.422301,-70.651162,2020-04-15 20:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.7,7.7,11.1,57,80,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
160,Sao Paulo,pm25,42,32,14.0,64.0,13.3,42,0.0,2.8,12.6,https://api.waqi.info/feed/Sao%20Paulo/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,-23.544845659,-46.627675592,2020-04-15 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.8,13.3,12.6,32,42,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
161,Sapporo,pm25,30,6,0.0,73.0,21.3,30,1.5,1.2,33.6,https://api.waqi.info/feed/Sapporo/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,43.0620958,141.3543763,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.2,21.3,33.6,6,30,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
162,Sendai,pm25,13,9,0.0,58.0,4.7,13,1.5,0.1,29.6,https://api.waqi.info/feed/Sendai/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,38.268215,140.8693558,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,4.7,29.6,9,13,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
163,Seongnam,pm25,99,51,0.0,59.0,41.7,99,7.2,6.7,16.0,https://api.waqi.info/feed/Seongnam/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,37.4449168,127.1388684,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.7,41.7,16.0,51,99,7.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
164,Seoul,pm25,74,46,0.0,47.0,32.5,74,4.3,5.6,24.1,https://api.waqi.info/feed/Seoul/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,37.566535,126.9779692,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.6,32.5,24.1,46,74,4.3]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
165,Shanghai,pm25,122,53,0.0,51.5,28.8,122,7.6,9.1,22.8,https://api.waqi.info/feed/Shanghai/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,31.2047372,121.4489017,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[9.1,28.8,22.8,53,122,7.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
166,Shenyang,pm25,187,108,0.0,29.0,26.6,187,10.7,13.6,49.6,https://api.waqi.info/feed/Shenyang/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,41.805698,123.431475,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[13.6,26.6,49.6,108,187,10.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
167,Shenzhen,pm25,160,97,0.0,78.0,33.4,160,4.6,8.2,21.2,https://api.waqi.info/feed/Shenzhen/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,22.543099,114.057868,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[8.2,33.4,21.2,97,160,4.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
168,Shiraz,pm25,66,0,8.0,100.0,14.0,66,9.0,20.0,0.0,https://api.waqi.info/feed/Shiraz/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,29.6092966,52.5300873,2020-04-16 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[20.0,14.0,0.0,0,66,9.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
169,SINGAPORE,pm25,63,19,25.0,88.0,0.0,63,3.0,5.0,9.0,https://api.waqi.info/feed/SINGAPORE/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,1.296183,103.846181,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.0,0.0,9.0,19,63,3.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
170,SOFIA,pm10,22,22,0.0,72.4,3.8,0,0.0,0.0,4.2,https://api.waqi.info/feed/SOFIA/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,42.7325,23.298611,2020-04-16 02:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,3.8,4.2,22,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
171,Soweto,pm25,50,22,0.0,75.0,0.0,50,1.6,0.0,11.6,https://api.waqi.info/feed/Soweto/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,-26.252611,27.872139,2020-04-14 10:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,11.6,22,50,1.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
172,St Petersburg,o3,28,5,-1.0,92.0,4.5,16,10.0,1.2,28.4,https://api.waqi.info/feed/St%20Petersburg/?token=330b2f010aadba2c5d5e19fce8cbb8872682fa6c,59.96903,30.28451,2020-04-16 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.2,4.5,28.4,5,16,10.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
